Paper,Subtribes,Municipality,Long,Lat,Species,contagem
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psathyromyia bigeniculata,10
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psathyromyia campbelli,2
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psathyromyia dendrophyla,13
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psathyromyia lutziana,6
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus amazonensis,6
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus bispinosus,9
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus carrerai,265
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus claustrei,30
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus complexus,7
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus corossoniensis,14
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus davisi,96
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus geniculatus,93
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus hirsutus,227
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Psychodopygus lainsoni,18
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Sciopemyia sordellii,11
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Trichophoromyia ubiquitalis,31
Gil et al. 2003,Psychodopygina,Campo Novo,-63.8205180388056,-10.2071370714473,Viannamyia furcata,5
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Martinsmyia waltoni,2
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Nyssomyia antunesi,6
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Nyssomyia umbratilis,1
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Psathyromyia aragaoi,1
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Psathyromyia barrettoi,1
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Psathyromyia bigeniculata,1
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Psychodopygus ayrozai,2
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Psychodopygus paraensis,1
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Sciopemyia servulolimai,3
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Trichophoromyia auraensis,10
Gil et al. 2003,Psychodopygina,Campo Novo,-63.6161024977997,-10.5686008720462,Trichophoromyia brachypyga,2
Gil et al. 2003,Psychodopygina,Campo Novo,-62.8732856880281,-10.2965550211724,Nyssomyia anduzei,1
Gil et al. 2003,Psychodopygina,Campo Novo,-62.8732856880281,-10.2965550211724,Psathyromyia abonnenci,1
Gil et al. 2003,Psychodopygina,Monte Negro,-63.8205180388056,-10.2071370714473,Nyssomyia anduzei,1
Gil et al. 2003,Psychodopygina,Monte Negro,-63.8205180388056,-10.2071370714473,Psathyromyia abonnenci,1
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Martinsmyia waltoni,2
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Nyssomyia antunesi,6
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Nyssomyia umbratilis,1
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Psathyromyia aragaoi,1
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Psathyromyia barrettoi,1
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Psychodopygus ayrozai,2
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Psychodopygus paraensis,1
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Sciopemyia servulolimai,3
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Trichophoromyia auraensis,10
Gil et al. 2003,Psychodopygina,Monte Negro,-63.297,-10.262055555556,Trichophoromyia brachypyga,2
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Bichromomyia flaviscutellata,18
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Nyssomyia shawi,126
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Nyssomyia whitmani,459
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psathyromyia bigeniculata,10
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psathyromyia campbelli,1
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psathyromyia dendrophyla,20
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psathyromyia lutziana,9
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus amazonensis,9
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus bispinosus,11
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus carrerai,398
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus claustrei,45
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus complexus,11
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus corossoniensis,22
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus davisi,144
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus geniculatus,139
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus hirsutus,340
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Psychodopygus lainsoni,27
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Sciopemyia sordellii,16
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Trichophoromyia ubiquitalis,47
Gil et al. 2003,Psychodopygina,Monte Negro,-62.8732856880281,-10.2965550211724,Viannamyia furcata,8
Gil et al. 2003,Sergentomyiina,Buritis,-63.8205180388056,-10.2071370714473,Micropygomyia longipennis,1
Gil et al. 2003,Sergentomyiina,Buritis,-63.8205180388056,-10.2071370714473,Micropygomyia pilosa,2
Gil et al. 2003,Sergentomyiina,Buritis,-63.8205180388056,-10.2071370714473,Micropygomyia rorotaensis,2
Gil et al. 2003,Sergentomyiina,Buritis,-63.8205180388056,-10.2071370714473,Micropygomyia villelai,1
Gil et al. 2003,Sergentomyiina,Buritis,-63.297,-10.262055555556,Micropygomyia trinidadensis,29
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia cayennensis cayennensis,2
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia longipennis,8
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia micropyga,44
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia oswaldoi,1
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia peresi,1
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia pilosa,1
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia rorotaensis,28
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia trinidadensis,851
Gil et al. 2003,Sergentomyiina,Cacaulândia,-62.8732856880281,-10.2965550211724,Micropygomyia villelai,14
Gil et al. 2003,Sergentomyiina,Campo Novo,-63.8205180388056,-10.2071370714473,Micropygomyia trinidadensis,29
Gil et al. 2003,Sergentomyiina,Campo Novo,-63.6161024977997,-10.5686008720462,Micropygomyia longipennis,1
Gil et al. 2003,Sergentomyiina,Campo Novo,-63.6161024977997,-10.5686008720462,Micropygomyia pilosa,2
Gil et al. 2003,Sergentomyiina,Campo Novo,-63.6161024977997,-10.5686008720462,Micropygomyia rorotaensis,2
Gil et al. 2003,Sergentomyiina,Campo Novo,-63.6161024977997,-10.5686008720462,Micropygomyia villelai,1
Gil et al. 2003,Sergentomyiina,Monte Negro,-63.297,-10.262055555556,Micropygomyia longipennis,1
Gil et al. 2003,Sergentomyiina,Monte Negro,-63.297,-10.262055555556,Micropygomyia pilosa,1
Gil et al. 2003,Sergentomyiina,Monte Negro,-63.297,-10.262055555556,Micropygomyia rorotaensis,2
Gil et al. 2003,Sergentomyiina,Monte Negro,-63.297,-10.262055555556,Micropygomyia villelai,1
Gil et al. 2003,Sergentomyiina,Monte Negro,-62.8732856880281,-10.2965550211724,Micropygomyia trinidadensis,43
Leão et al. 2020,Brumptomyiina,Itapuã do Oeste,-62.912999,-9.257632,Brumptomyia brumpti,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Evandromyia bacula,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Evandromyia tarapacaensis,10
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Evandromyia termitophila,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Evandromyia walkeri,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Evandromyia wilsoni,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Lutzomyia sherlocki,9
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Pintomyia fiocruzi,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Sciopemyia fluviatilis,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Sciopemyia sordellii,11
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Trichopygomyia dasypodogeton,20
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913229,-9.241141,Trichopygomyia rondoniensis,9
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913202,-9.237748,Evandromyia tarapacaensis,30
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913202,-9.237748,Evandromyia wilsoni,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913202,-9.237748,Lutzomyia sherlocki,6
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913202,-9.237748,Pintomyia fiocruzi,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913202,-9.237748,Sciopemyia sordellii,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913202,-9.237748,Trichopygomyia dasypodogeton,24
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913202,-9.237748,Trichopygomyia rondoniensis,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Evandromyia tarapacaensis,43
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Evandromyia termitophila,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Evandromyia wilsoni,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Lutzomyia sherlocki,10
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Sciopemyia fluviatilis,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Sciopemyia servulolimai,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Sciopemyia sordellii,8
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Trichopygomyia dasypodogeton,16
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Trichopygomyia rondoniensis,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913198,-9.254584,Trichopygomyia wagleyi,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913195,-9.24922,Evandromyia tarapacaensis,20
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913195,-9.24922,Lutzomyia sherlocki,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913195,-9.24922,Sciopemyia fluviatilis,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913195,-9.24922,Sciopemyia sordellii,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913195,-9.24922,Trichopygomyia dasypodogeton,17
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913195,-9.24922,Trichopygomyia rondoniensis,14
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913195,-9.24922,Trichopygomyia wagleyi,13
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Evandromyia apurinan,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Evandromyia tarapacaensis,30
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Evandromyia wilsoni,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Lutzomyia sherlocki,8
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Pintomyia fiocruzi,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Pintomyia serrana,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Sciopemyia fluviatilis,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Sciopemyia sordellii,8
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Trichopygomyia dasypodogeton,17
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Trichopygomyia rondoniensis,11
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.913192,-9.251843,Trichopygomyia wagleyi,5
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Evandromyia bacula,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Evandromyia tarapacaensis,20
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Evandromyia termitophila,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Evandromyia wilsoni,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Lutzomyia sherlocki,5
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Pintomyia fiocruzi,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Pressatia triacantha,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Sciopemyia servulolimai,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Sciopemyia sordellii,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Trichopygomyia dasypodogeton,10
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Trichopygomyia rondoniensis,11
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.257632,Trichopygomyia wagleyi,11
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.246269,Evandromyia tarapacaensis,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.246269,Evandromyia termitophila,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.246269,Lutzomyia sherlocki,8
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.246269,Sciopemyia fluviatilis,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.246269,Sciopemyia sordellii,10
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.246269,Trichopygomyia dasypodogeton,26
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.246269,Trichopygomyia rondoniensis,20
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912999,-9.246269,Trichopygomyia wagleyi,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Evandromyia apurinan,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Evandromyia bacula,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Evandromyia tarapacaensis,38
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Evandromyia wilsoni,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Lutzomyia sherlocki,6
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Pintomyia fiocruzi,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Sciopemyia fluviatilis,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Sciopemyia sordellii,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Trichopygomyia dasypodogeton,55
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Trichopygomyia rondoniensis,9
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.912945,-9.24359,Trichopygomyia wagleyi,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia andersoni,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia apurinan,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia bacula,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia monstruosa,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia tarapacaensis,8
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia termitophila,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia walkeri,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia williamsi,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Evandromyia wilsoni,55
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Lutzomyia flabellata,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Lutzomyia sherlocki,12
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Sciopemyia sordellii,5
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.911355,-9.14185,Trichopygomyia dasypodogeton,9
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Evandromyia apurinan,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Evandromyia bacula,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Evandromyia tarapacaensis,21
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Evandromyia termitophila,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Evandromyia williamsi,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Evandromyia wilsoni,21
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Lutzomyia flabellata,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Lutzomyia sherlocki,22
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Migonemyia migonei,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Pintomyia duckei,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Pintomyia fiocruzi,5
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Sciopemyia sordellii,11
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Trichopygomyia dasypodogeton,23
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Trichopygomyia rondoniensis,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.909598,-9.144071,Trichopygomyia wagleyi,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Evandromyia bacula,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Evandromyia sericea,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Evandromyia tarapacaensis,9
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Evandromyia termitophila,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Evandromyia wilsoni,12
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Lutzomyia flabellata,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Lutzomyia sherlocki,6
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Migonemyia migonei,13
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Pintomyia duckei,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Pintomyia fiocruzi,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Pintomyia serrana,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Pressatia calcarata,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Sciopemyia fluviatilis,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Sciopemyia sordellii,9
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Trichopygomyia dasypodogeton,13
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.907939,-9.146359,Trichopygomyia rondoniensis,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Evandromyia bacula,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Evandromyia tarapacaensis,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Evandromyia termitophila,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Evandromyia wilsoni,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Lutzomyia flabellata,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Lutzomyia sherlocki,12
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Migonemyia migonei,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Pintomyia fiocruzi,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Sciopemyia sordellii,8
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Trichopygomyia dasypodogeton,13
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.906234,-9.148251,Trichopygomyia rondoniensis,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Evandromyia bacula,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Evandromyia infraspinosa,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Evandromyia tarapacaensis,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Evandromyia termitophila,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Evandromyia wilsoni,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Lutzomyia sherlocki,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Migonemyia migonei,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Pintomyia duckei,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Pintomyia fiocruzi,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Sciopemyia fluviatilis,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Sciopemyia sordellii,12
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Trichopygomyia dasypodogeton,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Trichopygomyia rondoniensis,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.904501,-9.150364,Trichopygomyia wagleyi,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Evandromyia apurinan,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Evandromyia bacula,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Evandromyia tarapacaensis,11
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Evandromyia wilsoni,6
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Lutzomyia sherlocki,11
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Migonemyia migonei,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Pintomyia fiocruzi,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Sciopemyia fluviatilis,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Sciopemyia sordellii,8
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.902646,-9.152666,Trichopygomyia dasypodogeton,15
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Evandromyia apurinan,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Evandromyia saulensis ,1
