Paper,Subtribes,Municipality,Long,Lat,Species,contagem
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6477916667,-9.63261666667,Evandromyia saulensis,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6477916667,-9.63261666667,Lutzomyia sherlocki,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6477916667,-9.63261666667,Trichopygomyia dasypodogeton,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6471527778,-9.63358333333,Evandromyia bacula,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6471527778,-9.63358333333,Evandromyia termitophila,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6471527778,-9.63358333333,Evandromyia walkeri,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6471527778,-9.63358333333,Lutzomyia evangelistai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6471527778,-9.63358333333,Lutzomyia sherlocki,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6471527778,-9.63358333333,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6471527778,-9.63358333333,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6471527778,-9.63358333333,Trichopygomyia dasypodogeton,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6466888889,-9.63341388889,Evandromyia saulensis,8
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6466888889,-9.63341388889,Evandromyia walkeri,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6466888889,-9.63341388889,Lutzomyia sherlocki,5
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6466888889,-9.63341388889,Pintomyia nevesi,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6466888889,-9.63341388889,Sciopemyia sordellii,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6466888889,-9.63341388889,Trichopygomyia dasypodogeton,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vilhena,-60.19311111,-12.80436111,Lutzomyia sherlocki,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vilhena,-60.192611,-12.804833,Lutzomyia sherlocki,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vilhena,-60.18772222,-12.73736111,Evandromyia georgii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vilhena,-60.18772222,-12.73736111,Pintomyia nevesi,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vilhena,-60.18772222,-12.73736111,Trichopygomyia rondoniensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Bichromomyia flaviscutellata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Nyssomyia antunesi,17
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Nyssomyia whitmani,7
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psathyromyia campbelli,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psathyromyia dendrophyla,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psathyromyia dreisbachi,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psathyromyia lutziana,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psychodopygus carrerai,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psychodopygus claustrei,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psychodopygus davisi,24
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psychodopygus geniculatus,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Psychodopygus hirsutus,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.91136111,-10.29297222,Trichophoromyia ubiquitalis,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Bichromomyia flaviscutellata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Bichromomyia olmeca nociva,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Nyssomyia antunesi,5
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Nyssomyia whitmani,16
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Psathyromyia dreisbachi,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Psathyromyia lutziana,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Psychodopygus davisi,26
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Psychodopygus hirsutus,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Trichophoromyia auraensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Trichophoromyia clitella,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.911194,-10.292583,Trichophoromyia ubiquitalis,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.903778,-10.334333,Nyssomyia whitmani,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.903778,-10.334333,Psathyromyia dendrophyla,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.903778,-10.334333,Psathyromyia hermanlenti,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.903778,-10.334333,Psychodopygus carrerai,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.903778,-10.334333,Psychodopygus davisi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.903778,-10.334333,Psychodopygus hirsutus,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Nyssomyia whitmani,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psathyromyia campbelli,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psathyromyia dendrophyla,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psathyromyia dreisbachi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psathyromyia hermanlenti,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psychodopygus carrerai,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psychodopygus davisi,20
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psychodopygus hirsutus,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psychodopygus llanosmartinsi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90344444,-10.33372222,Psychodopygus paraensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Bichromomyia flaviscutellata,12
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Nyssomyia antunesi,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Nyssomyia whitmani,15
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psathyromyia dreisbachi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psathyromyia hermanlenti,10
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psathyromyia lutziana,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psychodopygus carrerai,92
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psychodopygus claustrei,228
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psychodopygus complexus,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psychodopygus davisi,373
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psychodopygus geniculatus,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psychodopygus hirsutus,15
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psychodopygus paraensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Psychodopygus yucumensis,17
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Trichophoromyia auraensis,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.90277778,-10.29672222,Trichophoromyia ubiquitalis,41
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Bichromomyia flaviscutellata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Nyssomyia antunesi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Nyssomyia whitmani,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Psathyromyia dreisbachi,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Psathyromyia hermanlenti,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Psychodopygus carrerai,12
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Psychodopygus complexus,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Psychodopygus davisi,16
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Psychodopygus hirsutus,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Psychodopygus lainsoni,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.902722,-10.296944,Trichophoromyia ubiquitalis,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.89672222,-10.33975,Nyssomyia whitmani,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.89672222,-10.33975,Psychodopygus carrerai,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.89672222,-10.33975,Psychodopygus davisi,13
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.89672222,-10.33975,Psychodopygus yucumensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.89672222,-10.33975,Trichophoromyia auraensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.89672222,-10.33975,Trichophoromyia clitella,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.891667,-10.321444,Nyssomyia whitmani,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.891667,-10.321444,Psathyromyia hermanlenti,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.891667,-10.321444,Psychodopygus davisi,10
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.891667,-10.321444,Psychodopygus lainsoni,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.891667,-10.321444,Trichophoromyia ubiquitalis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Nyssomyia antunesi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Nyssomyia whitmani,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psathyromyia hermanlenti,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psychodopygus carrerai,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psychodopygus chagasi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psychodopygus claustrei,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psychodopygus davisi,47
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psychodopygus geniculatus,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psychodopygus hirsutus,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psychodopygus lainsoni,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Psychodopygus yucumensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacaulândia,-62.8915,-10.32108333,Viannamyia furcata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.38258333,-11.47258333,Nyssomyia antunesi,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.38258333,-11.47258333,Nyssomyia whitmani,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.38258333,-11.47258333,Psathyromyia dendrophyla,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.38258333,-11.47258333,Psychodopygus davisi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382583,-11.472583,Nyssomyia antunesi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382583,-11.472583,Nyssomyia delsionatali,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382583,-11.472583,Nyssomyia whitmani,10
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382583,-11.472583,Psathyromyia dreisbachi,3
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382583,-11.472583,Psathyromyia hermanlenti,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382583,-11.472583,Psychodopygus davisi,37
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382583,-11.472583,Psychodopygus hirsutus,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382083,-11.473194,Bichromomyia flaviscutellata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382083,-11.473194,Psathyromyia hermanlenti,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.382083,-11.473194,Psychodopygus davisi,9
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.37091667,-11.466,Bichromomyia flaviscutellata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.37091667,-11.466,Nyssomyia antunesi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.37091667,-11.466,Psathyromyia hermanlenti,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.37091667,-11.466,Psychodopygus claustrei,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.37091667,-11.466,Psychodopygus davisi,33
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Bichromomyia flaviscutellata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Nyssomyia antunesi,6
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Nyssomyia delsionatali,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Nyssomyia whitmani,16
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,PSychodopygus davisi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Psathyromyia dreisbachi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Psathyromyia hermanlenti,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Psychodopygus chagasi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Psychodopygus davisi,94
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Psychodopygus geniculatus,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Psychodopygus hirsutus,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.36819444,-11.48641667,Trichophoromyia ubiquitalis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Bichromomyia flaviscutellata,19
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Nyssomyia antunesi,5
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Nyssomyia richardwardi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Nyssomyia whitmani,17
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Psathyromyia hermanlenti,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Psathyromyia pradobarrientosi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Psychodopygus claustrei,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Psychodopygus davisi,43
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Psychodopygus hirsutus,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35966667,-11.48722222,Trichophoromyia ubiquitalis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.359444,-11.482278,Psychodopygus davisi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.359194,-11.487,Nyssomyia whitmani,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.359194,-11.487,Psychodopygus davisi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Bichromomyia flaviscutellata,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Nyssomyia anduzei,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Nyssomyia antunesi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Nyssomyia whitmani,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,PSychodopygus davisi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Psathyromyia dendrophyla,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Psychodopygus carrerai,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Psychodopygus chagasi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Psychodopygus claustrei,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Psychodopygus davisi,55
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Psychodopygus hirsutus,12
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Psychodopygus paraensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Trichophoromyia auraensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Trichophoromyia ubiquitalis,15
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Cacoal,-61.35883333,-11.48202778,Viannamyia furcata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25997222,-10.79919444,Nyssomyia antunesi,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25997222,-10.79919444,Nyssomyia whitmani,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25997222,-10.79919444,Trichophoromyia clitella,11
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25997222,-10.79919444,Trichophoromyia ubiquitalis,187
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25997222,-10.79919444,Viannamyia furcata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Nyssomyia antunesi,18
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Nyssomyia whitmani,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Psathyromyia hermanlenti,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Psathyromyia pradobarrientosi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Psychodopygus amazonensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Psychodopygus claustrei,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Psychodopygus davisi,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Psychodopygus llanosmartinsi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Psychodopygus paraensis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Trichophoromyia clitella,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25513889,-10.79622222,Trichophoromyia ubiquitalis,15
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25469444,-10.79641667,Nyssomyia antunesi,37
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25469444,-10.79641667,Nyssomyia whitmani,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25469444,-10.79641667,Psathyromyia pradobarrientosi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25469444,-10.79641667,Psychodopygus claustrei,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25469444,-10.79641667,Psychodopygus davisi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25469444,-10.79641667,Psychodopygus llanosmartinsi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25469444,-10.79641667,Trichophoromyia clitella,11
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.25469444,-10.79641667,Trichophoromyia ubiquitalis,34
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.213889,-10.871639,Bichromomyia flaviscutellata,4
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.213889,-10.871639,Nyssomyia antunesi,6
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.21388889,-10.87163889,Bichromomyia flaviscutellata,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.21388889,-10.87163889,Nyssomyia antunesi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.21388889,-10.87163889,Psychodopygus davisi,8
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.2135278,-10.8714444,Nyssomyia antunesi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.2135278,-10.8714444,Psychodopygus davisi,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.2135278,-10.8714444,Trichophoromyia ubiquitalis,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.208694,-10.868111,Nyssomyia antunesi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.208694,-10.868111,Psychodopygus davisi,2
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.208694,-10.868111,Trichophoromyia ubiquitalis,1
"Pereira  Júnior  2019 (1,2 e3)",Psychodopygina,Guajará-Mirim,-65.20861111,-10.87036111,Bichromomyia flaviscutellata,1
